number	kind	category	title	labels	updated_at	url
576	issue	issue-data-integrity	[Bug]: Nested tasks/subtasks not being saved as such in markdown	bug,wontfix	2023-10-29T12:07:38Z	https://github.com/obsidian-community/obsidian-kanban/issues/576
573	issue	issue-feature-request	[Feature]: auto create non-existing folders for "new-note-folder"	enhancement	2022-06-30T21:21:12Z	https://github.com/obsidian-community/obsidian-kanban/issues/573
567	issue	issue-feature-request	[Core]: List sorting	enhancement,core	2025-05-29T17:31:21Z	https://github.com/obsidian-community/obsidian-kanban/issues/567
566	issue	issue-feature-request	[Core]: Drag / drop multiple cards / lanes	enhancement,core	2022-06-26T17:59:56Z	https://github.com/obsidian-community/obsidian-kanban/issues/566
565	issue	issue-feature-request	[Core]: Official API	enhancement,core	2024-06-10T04:31:23Z	https://github.com/obsidian-community/obsidian-kanban/issues/565
564	issue	issue-feature-request	[Core]: Add option to display complete / uncomplete task count	enhancement,core	2022-10-26T08:46:15Z	https://github.com/obsidian-community/obsidian-kanban/issues/564
563	issue	issue-feature-request	[Core]: Display progress bar of linked page tasks	enhancement,core	2022-10-26T08:41:47Z	https://github.com/obsidian-community/obsidian-kanban/issues/563
562	issue	issue-feature-request	[Core]: List view	enhancement,core	2024-04-17T21:07:18Z	https://github.com/obsidian-community/obsidian-kanban/issues/562
561	issue	issue-feature-request	[Core]: Table View	enhancement,core	2024-02-19T21:04:57Z	https://github.com/obsidian-community/obsidian-kanban/issues/561
554	issue	issue-feature-request	[Feature]: Support Alternate Checkboxes	enhancement	2026-05-04T21:56:00Z	https://github.com/obsidian-community/obsidian-kanban/issues/554
550	issue	issue-bug	[Bug]: Dataview cannot be rendered in Kanban	bug,verified,transclusion,difficult	2025-11-03T15:02:40Z	https://github.com/obsidian-community/obsidian-kanban/issues/550
549	issue	issue-bug	[Bug]: Can not show time if choose to hide date on card	bug,needs investigation	2023-02-21T20:31:25Z	https://github.com/obsidian-community/obsidian-kanban/issues/549
546	issue	issue-feature-request	Doesn't work with Hover Editor	enhancement,3rd party plugin	2022-06-30T17:53:55Z	https://github.com/obsidian-community/obsidian-kanban/issues/546
544	issue	issue-feature-request	[Feature]: Banners for Kanban	enhancement,ice box	2022-08-21T12:36:31Z	https://github.com/obsidian-community/obsidian-kanban/issues/544
542	issue	issue-bug	[Bug]: Cannot drag notes from the file list and the Recent files list to the kanban	bug,can't repro	2022-06-26T17:13:55Z	https://github.com/obsidian-community/obsidian-kanban/issues/542
541	issue	issue-feature-request	[Feature]: Enlarge pictures	enhancement	2022-06-25T23:38:13Z	https://github.com/obsidian-community/obsidian-kanban/issues/541
536	issue	issue-bug	[Bug]: note folder ignores names with hyphens	bug,can't repro	2022-06-26T17:00:14Z	https://github.com/obsidian-community/obsidian-kanban/issues/536
534	issue	issue-feature-request	[Feature]: Converting Kanban Board to Markdown document	enhancement	2022-05-07T15:13:42Z	https://github.com/obsidian-community/obsidian-kanban/issues/534
531	issue	issue-bug	[Bug]: Add Date and Time Doesn't Show up if Kanban is opened by HoverEdit plugin	bug	2022-05-04T09:40:07Z	https://github.com/obsidian-community/obsidian-kanban/issues/531
529	issue	issue-mobile-i18n	[Bug]: Can't activate kanban plugin on Android	bug,needs investigation,mobile,can't repro	2023-03-07T12:22:47Z	https://github.com/obsidian-community/obsidian-kanban/issues/529
527	issue	issue-feature-request	[Feature]: Searching Kanban board hides cards which don't match search query	enhancement	2025-03-05T15:52:42Z	https://github.com/obsidian-community/obsidian-kanban/issues/527
518	pull-request	pr-maintenance	Add Documentation for Generating Docs		2024-04-28T23:37:17Z	https://github.com/obsidian-community/obsidian-kanban/pull/518
516	issue	issue-bug	[Bug]: Markdown links makes date selector  wrong 	bug,needs investigation	2025-05-28T14:42:17Z	https://github.com/obsidian-community/obsidian-kanban/issues/516
513	issue	issue-feature-request	[Feature]: Ability to print a given list	enhancement,ice box	2022-06-26T17:24:01Z	https://github.com/obsidian-community/obsidian-kanban/issues/513
504	issue	issue-feature-request	[Feature]: Kanban summary when embedded in a card.	enhancement	2022-04-07T17:44:53Z	https://github.com/obsidian-community/obsidian-kanban/issues/504
503	issue	issue-feature-request	[Feature]: Filtering Kanban Board on the basis of Tags	enhancement,planned	2024-12-19T14:11:02Z	https://github.com/obsidian-community/obsidian-kanban/issues/503
500	issue	issue-settings	[Feature]: Add setting to use CTRL+Enter or CMD+Return to complete card	enhancement,good first issue	2022-06-26T00:19:47Z	https://github.com/obsidian-community/obsidian-kanban/issues/500
495	issue	issue-feature-request	[Feature]: Duplicate should also duplicate the linked note	enhancement,ice box	2022-06-26T00:20:23Z	https://github.com/obsidian-community/obsidian-kanban/issues/495
493	issue	issue-feature-request	[Feature]: Create card from template	enhancement	2023-08-21T17:36:43Z	https://github.com/obsidian-community/obsidian-kanban/issues/493
487	issue	issue-feature-request	[Feature]: Dropping an URL into a list creates a card with a cover and proper title	enhancement,ice box	2022-06-26T00:21:41Z	https://github.com/obsidian-community/obsidian-kanban/issues/487
485	issue	issue-feature-request	[Feature]: Add card to daily note	enhancement	2022-08-16T19:43:26Z	https://github.com/obsidian-community/obsidian-kanban/issues/485
481	issue	issue-feature-request	[Feature]: Sending/Moving Cards using shortcuts and/or the context menu	enhancement,planned	2022-06-26T00:23:43Z	https://github.com/obsidian-community/obsidian-kanban/issues/481
480	issue	issue-feature-request	[Feature]: 希望可以设置某个看板甚至某个列的markdown原格式不会自动变成复选框	enhancement,needs translation	2022-06-26T17:26:45Z	https://github.com/obsidian-community/obsidian-kanban/issues/480
479	issue	issue-feature-request	[Feature]: Obsidian Column Max Card cap	enhancement,planned	2022-06-26T00:25:16Z	https://github.com/obsidian-community/obsidian-kanban/issues/479
474	issue	issue-feature-request	[Feature]: Export to PDF	enhancement,ice box	2023-03-08T14:49:46Z	https://github.com/obsidian-community/obsidian-kanban/issues/474
473	issue	issue-feature-request	[Feature]: archived card list	enhancement,planned	2022-06-26T00:26:14Z	https://github.com/obsidian-community/obsidian-kanban/issues/473
472	issue	issue-feature-request	[Feature]: Hope support for undo operation	enhancement,difficult	2022-06-26T00:26:37Z	https://github.com/obsidian-community/obsidian-kanban/issues/472
469	issue	issue-feature-request	[Feature]: Limit card height and add scrolling inside the card	enhancement	2025-12-09T10:34:50Z	https://github.com/obsidian-community/obsidian-kanban/issues/469
467	issue	issue-feature-request	[Feature]: Auto populate #todo from notes into kanban cards.	enhancement	2025-03-14T16:23:10Z	https://github.com/obsidian-community/obsidian-kanban/issues/467
466	issue	issue-feature-request	[Feature]: New Option -> Maximize List	enhancement,planned	2022-06-26T17:26:04Z	https://github.com/obsidian-community/obsidian-kanban/issues/466
465	issue	issue-bug	[Bug]: Quick switcher and active pane issue	bug,needs investigation,3rd party plugin	2022-06-26T01:15:57Z	https://github.com/obsidian-community/obsidian-kanban/issues/465
464	issue	issue-feature-request	[Feature]: 从卡片新建笔记并同时保留日期功能	enhancement,needs translation	2022-06-26T17:27:04Z	https://github.com/obsidian-community/obsidian-kanban/issues/464
463	issue	issue-feature-request	[Feature]: Move card to specified column when check box is ticked	enhancement	2022-06-26T17:27:17Z	https://github.com/obsidian-community/obsidian-kanban/issues/463
462	issue	issue-feature-request	[Feature]: Total time spent tracking	enhancement	2022-02-09T09:06:46Z	https://github.com/obsidian-community/obsidian-kanban/issues/462
460	issue	issue-feature-request	[Feature]: Allow time without date	enhancement	2022-10-25T21:20:34Z	https://github.com/obsidian-community/obsidian-kanban/issues/460
452	issue	issue-data-integrity	[Feature]: Save kanban board as an image	enhancement,ice box	2022-06-26T17:32:13Z	https://github.com/obsidian-community/obsidian-kanban/issues/452
451	issue	issue-feature-request	[Feature]: Auto-apply tags based on lane	enhancement	2023-03-12T20:45:09Z	https://github.com/obsidian-community/obsidian-kanban/issues/451
450	issue	issue-bug	[Bug]: Some conflict with Metaedit plugin	bug,needs investigation,3rd party plugin	2022-06-26T01:16:51Z	https://github.com/obsidian-community/obsidian-kanban/issues/450
449	issue	issue-feature-request	[Feature]: Shortcut create card in specific board from Command Palette	enhancement	2022-01-26T17:25:19Z	https://github.com/obsidian-community/obsidian-kanban/issues/449
447	issue	issue-feature-request	[Feature]: Compatibility with Tasks plugin	enhancement	2023-03-13T21:22:26Z	https://github.com/obsidian-community/obsidian-kanban/issues/447
445	issue	issue-feature-request	[Feature]: Meta Data Toggle Button to Show or Hide	enhancement	2022-01-22T14:27:07Z	https://github.com/obsidian-community/obsidian-kanban/issues/445
439	issue	issue-mobile-i18n	[Bug]: Syncing issue (between laptop and mobile?)	bug,can't repro	2024-10-25T12:40:34Z	https://github.com/obsidian-community/obsidian-kanban/issues/439
433	issue	issue-feature-request	[Feature]: Automatically add cards to daily notes when the card is linked to a date	enhancement	2022-01-07T10:39:45Z	https://github.com/obsidian-community/obsidian-kanban/issues/433
425	issue	issue-feature-request	[Feature]: Add zooming option	enhancement	2022-05-03T09:02:02Z	https://github.com/obsidian-community/obsidian-kanban/issues/425
418	issue	issue-feature-request	[Feature]: Collapsible lists	enhancement	2022-06-26T17:36:13Z	https://github.com/obsidian-community/obsidian-kanban/issues/418
415	issue	issue-feature-request	[Feature]: Make shortcut from cards like making duplicate	enhancement	2021-12-27T07:29:35Z	https://github.com/obsidian-community/obsidian-kanban/issues/415
414	issue	issue-feature-request	[Feature]: Campfire Style adjustable windows	enhancement,ice box	2022-06-26T17:36:50Z	https://github.com/obsidian-community/obsidian-kanban/issues/414
409	issue	issue-feature-request	[Feature]: Is it possible to set a switch to specify the location of the time stamp for archiving?	enhancement,good first issue	2022-11-08T16:47:12Z	https://github.com/obsidian-community/obsidian-kanban/issues/409
408	issue	issue-feature-request	[Feature]: Clean search	enhancement	2022-06-26T17:37:40Z	https://github.com/obsidian-community/obsidian-kanban/issues/408
407	issue	issue-bug	[Bug]: Date and time trigger format appends incorrectly rendering in preview	bug,needs investigation,difficult	2024-03-23T02:53:34Z	https://github.com/obsidian-community/obsidian-kanban/issues/407
405	issue	issue-feature-request	[Feature]: When a card is completed, update the frontmatter of the first linked note	enhancement	2023-11-29T21:28:22Z	https://github.com/obsidian-community/obsidian-kanban/issues/405
404	issue	issue-feature-request	[Feature]: Display a `Notice` when a card is due soon	enhancement	2022-04-06T23:29:58Z	https://github.com/obsidian-community/obsidian-kanban/issues/404
402	issue	issue-feature-request	Order cards by date	enhancement	2021-12-06T13:29:05Z	https://github.com/obsidian-community/obsidian-kanban/issues/402
401	issue	issue-feature-request	[Feature]: Set due date of card using metadata from first linked note	enhancement	2023-03-06T17:54:47Z	https://github.com/obsidian-community/obsidian-kanban/issues/401
400	issue	issue-feature-request	[Feature]: Keyboard navigation between lanes?	enhancement	2024-07-16T06:18:16Z	https://github.com/obsidian-community/obsidian-kanban/issues/400
395	issue	issue-bug	[Bug]: Dragging an email message into a card does not display the email title on the link	bug	2021-11-30T15:29:46Z	https://github.com/obsidian-community/obsidian-kanban/issues/395
394	issue	issue-settings	[Feature]: Option to keep board settings in the Frontmatter	enhancement	2022-06-29T10:40:49Z	https://github.com/obsidian-community/obsidian-kanban/issues/394
393	issue	issue-feature-request	[Feature]: Custom date pre/postfixes as pure markdown meta attributes	enhancement	2022-04-05T21:22:35Z	https://github.com/obsidian-community/obsidian-kanban/issues/393
390	issue	issue-feature-request	[Feature]: Linkable card headers with 	enhancement	2021-11-26T13:38:56Z	https://github.com/obsidian-community/obsidian-kanban/issues/390
389	issue	issue-feature-request	[Feature]: Showing banner on the top of the page	enhancement	2021-11-25T20:46:39Z	https://github.com/obsidian-community/obsidian-kanban/issues/389
386	issue	issue-feature-request	[Feature]: reorder individual checkbox subtasks by drag & drop	enhancement	2021-11-17T16:57:09Z	https://github.com/obsidian-community/obsidian-kanban/issues/386
384	issue	issue-settings	[Feature]: Add setting to disable native spellcheck	enhancement,good first issue	2022-06-26T23:30:34Z	https://github.com/obsidian-community/obsidian-kanban/issues/384
383	issue	issue-support-or-unclassified	[Question} Autoadd cards to List/Lane based on tag		2023-12-03T22:18:57Z	https://github.com/obsidian-community/obsidian-kanban/issues/383
382	issue	issue-settings	[Feature]: additional formatting settings	enhancement	2023-04-23T06:57:49Z	https://github.com/obsidian-community/obsidian-kanban/issues/382
377	issue	issue-mobile-i18n	[Bug]: Embed preview icon not working on iPad	bug,needs investigation,mobile	2022-06-26T01:15:17Z	https://github.com/obsidian-community/obsidian-kanban/issues/377
372	issue	issue-feature-request	[Feature]: Convert Tasks from other plugin to Canban card?	enhancement	2021-11-06T14:41:42Z	https://github.com/obsidian-community/obsidian-kanban/issues/372
370	issue	issue-feature-request	[Feature]: Customise date handling to allow integration with the Tasks plugin	enhancement	2022-04-04T16:57:55Z	https://github.com/obsidian-community/obsidian-kanban/issues/370
368	issue	issue-settings	[Feature]: Add setting to override detected language	enhancement	2021-11-16T02:17:44Z	https://github.com/obsidian-community/obsidian-kanban/issues/368
367	issue	issue-support-or-unclassified	[QUESTION] Can I add another value to kanban-plugin key in frontmatter? 		2021-10-30T21:02:02Z	https://github.com/obsidian-community/obsidian-kanban/issues/367
364	issue	issue-feature-request	[Feature]: Fold and Unfold longer tasks	enhancement	2025-09-14T03:15:24Z	https://github.com/obsidian-community/obsidian-kanban/issues/364
362	issue	issue-data-integrity	[Feature]: key+click=delete	enhancement	2024-10-25T12:34:56Z	https://github.com/obsidian-community/obsidian-kanban/issues/362
360	issue	issue-feature-request	[Feature]: Item Hooks	enhancement,difficult	2022-06-26T01:03:49Z	https://github.com/obsidian-community/obsidian-kanban/issues/360
357	issue	issue-feature-request	[Feature]: Able to set the card to display only one to two lines of summary.	enhancement,planned	2022-06-26T01:04:10Z	https://github.com/obsidian-community/obsidian-kanban/issues/357
351	issue	issue-bug	[Bug]: No one is thanking Mg Meyers Enough for This Awesome Plugin	bug	2022-09-13T12:35:04Z	https://github.com/obsidian-community/obsidian-kanban/issues/351
350	issue	issue-feature-request	[Feature]: add to notes a wikilink to jump back to canvas view	enhancement,ice box,difficult	2022-06-26T01:05:48Z	https://github.com/obsidian-community/obsidian-kanban/issues/350
345	issue	issue-feature-request	[Feature]: Dynamic Kanban board - dataview style	enhancement,dataview,difficult	2025-09-11T14:41:23Z	https://github.com/obsidian-community/obsidian-kanban/issues/345
334	issue	issue-feature-request	[Feature]: Folding & Unfolding Lists	enhancement,planned	2022-06-26T01:06:19Z	https://github.com/obsidian-community/obsidian-kanban/issues/334
332	issue	issue-feature-request	[Feature]: Set arbitrary min/max card height	enhancement	2024-05-28T02:20:20Z	https://github.com/obsidian-community/obsidian-kanban/issues/332
323	issue	issue-feature-request	[Feature]: GitHub issues/repo integration	enhancement,ice box,difficult	2024-03-27T22:22:02Z	https://github.com/obsidian-community/obsidian-kanban/issues/323
321	issue	issue-feature-request	Question: How to use this with dataviewjs to dynamically build a kanban	enhancement,dataview,difficult	2026-01-02T22:47:44Z	https://github.com/obsidian-community/obsidian-kanban/issues/321
316	issue	issue-feature-request	[Feature]: Dragging folder into kanban should create cards for subfolders 	enhancement	2021-09-27T16:55:49Z	https://github.com/obsidian-community/obsidian-kanban/issues/316
312	issue	issue-feature-request	[Feature]: Add option for creating new cards in "Zettelkasten" style	enhancement	2021-09-23T18:39:24Z	https://github.com/obsidian-community/obsidian-kanban/issues/312
311	issue	issue-feature-request	[Feature]: Option to choose the mode in which note links are opened	enhancement	2022-01-09T17:00:42Z	https://github.com/obsidian-community/obsidian-kanban/issues/311
309	issue	issue-feature-request	[Feature]: Option to add a date when an item is completed	enhancement	2023-01-11T18:24:13Z	https://github.com/obsidian-community/obsidian-kanban/issues/309
308	issue	issue-feature-request	[Feature]: new css class .is-soon	enhancement	2022-09-30T21:33:21Z	https://github.com/obsidian-community/obsidian-kanban/issues/308
307	issue	issue-feature-request	[Feature]: It would be great to make a copy of a card when hold Ctrl and drag the card to another list.	enhancement	2021-09-20T03:04:15Z	https://github.com/obsidian-community/obsidian-kanban/issues/307
303	issue	issue-data-integrity	[Feature]: remove related note when deleting card	enhancement,ice box	2023-03-20T09:37:56Z	https://github.com/obsidian-community/obsidian-kanban/issues/303
301	issue	issue-feature-request	[Feature]: improve creating, opening and closing related notes	enhancement	2022-06-26T01:13:21Z	https://github.com/obsidian-community/obsidian-kanban/issues/301
296	issue	issue-bug	[Bug]: Can't always drag to bottom of different list	bug,can't repro	2022-06-26T01:13:40Z	https://github.com/obsidian-community/obsidian-kanban/issues/296
280	issue	issue-feature-request	[Feature]: Improve edit focusing	enhancement	2022-04-06T23:33:16Z	https://github.com/obsidian-community/obsidian-kanban/issues/280
274	issue	issue-feature-request	[FEATURE REQUEST] Dragging card out of list archives said card 	enhancement,ice box	2022-06-26T01:14:17Z	https://github.com/obsidian-community/obsidian-kanban/issues/274
272	issue	issue-feature-request	[FEATURE REQUEST] Nesting	enhancement,ice box,difficult	2022-06-26T00:44:34Z	https://github.com/obsidian-community/obsidian-kanban/issues/272
270	issue	issue-feature-request	[Feature Request] Option to link 'New note from card' to quickadd	enhancement,ice box	2022-06-26T00:44:52Z	https://github.com/obsidian-community/obsidian-kanban/issues/270
269	issue	issue-feature-request	some possible - useful features	enhancement	2022-06-26T01:02:45Z	https://github.com/obsidian-community/obsidian-kanban/issues/269
263	issue	issue-support-or-unclassified	bug of language transfer 	unclear	2022-06-26T01:02:26Z	https://github.com/obsidian-community/obsidian-kanban/issues/263
251	issue	issue-settings	Unwanted checkboxes appear even if checkboxes are disabled in settings	enhancement,ice box	2022-06-26T00:47:09Z	https://github.com/obsidian-community/obsidian-kanban/issues/251
248	issue	issue-bug	Always switches pane back to edit mode.	bug,verified	2022-06-26T00:47:55Z	https://github.com/obsidian-community/obsidian-kanban/issues/248
239	issue	issue-feature-request	Feature request: Add notes to items	enhancement,needs investigation	2022-06-26T00:50:36Z	https://github.com/obsidian-community/obsidian-kanban/issues/239
237	issue	issue-feature-request	Swim lanes	enhancement,difficult,core	2026-02-20T21:47:41Z	https://github.com/obsidian-community/obsidian-kanban/issues/237
228	issue	issue-feature-request	RTL Support	enhancement,help wanted,difficult	2022-10-31T05:22:04Z	https://github.com/obsidian-community/obsidian-kanban/issues/228
216	issue	issue-feature-request	[Feature Request] Auto Archive Cards Once Complete	enhancement,ice box	2023-09-08T16:50:12Z	https://github.com/obsidian-community/obsidian-kanban/issues/216
193	issue	issue-feature-request	[Feature Request]Can Kanban be arranged in multiple rows?	enhancement,planned	2024-02-19T02:36:09Z	https://github.com/obsidian-community/obsidian-kanban/issues/193
191	issue	issue-feature-request	[FEATURE REQUEST] Have Core Outline Plugin to move kanban when header is clicked	enhancement,needs investigation,difficult	2022-06-26T00:56:03Z	https://github.com/obsidian-community/obsidian-kanban/issues/191
184	issue	issue-feature-request	[Feature Request] Checkbox elements on cards	enhancement,planned	2022-06-26T00:56:44Z	https://github.com/obsidian-community/obsidian-kanban/issues/184
182	issue	issue-feature-request	[Feature Request] New Note from Card when middle-clicking	enhancement,ice box	2022-06-26T00:57:10Z	https://github.com/obsidian-community/obsidian-kanban/issues/182
171	issue	issue-feature-request	Date in New Card Note and Path	enhancement,difficult	2022-06-26T00:43:55Z	https://github.com/obsidian-community/obsidian-kanban/issues/171
138	issue	issue-feature-request	Feature request: add functionality to snooze items.	enhancement,ice box	2022-06-26T01:02:04Z	https://github.com/obsidian-community/obsidian-kanban/issues/138
120	issue	issue-feature-request	Show no of search result . 	enhancement	2022-06-26T00:43:10Z	https://github.com/obsidian-community/obsidian-kanban/issues/120
114	issue	issue-feature-request	[Feature Request] Crokboard view	enhancement,ice box	2022-06-26T00:42:39Z	https://github.com/obsidian-community/obsidian-kanban/issues/114
108	issue	issue-performance	[Feature Request] Change card color based on priority OR use color selector to change card's color	enhancement,planned	2023-07-13T20:30:57Z	https://github.com/obsidian-community/obsidian-kanban/issues/108
103	issue	issue-feature-request	[Feature Request] Vertical Layout Mode with Sliding Pane	enhancement,planned	2023-07-07T12:36:11Z	https://github.com/obsidian-community/obsidian-kanban/issues/103
94	issue	issue-feature-request	[Feature] Add description to card to avoid needing to make a separate note for added details	enhancement,ice box	2022-06-26T01:01:15Z	https://github.com/obsidian-community/obsidian-kanban/issues/94
90	issue	issue-feature-request	Horizontal Scroll Key confilcts wiht sliding panes plugin	enhancement,ice box,difficult	2022-06-26T00:35:01Z	https://github.com/obsidian-community/obsidian-kanban/issues/90
85	issue	issue-feature-request	Show cards from a search (or dataview query)	enhancement,planned,difficult	2024-07-25T20:25:47Z	https://github.com/obsidian-community/obsidian-kanban/issues/85
83	issue	issue-feature-request	Add board filtering	enhancement	2024-01-02T06:00:24Z	https://github.com/obsidian-community/obsidian-kanban/issues/83
45	issue	issue-feature-request	Feature Request: Horizontal scroll support across the kanban board using mouse click and hold	enhancement,ice box	2023-02-08T20:06:59Z	https://github.com/obsidian-community/obsidian-kanban/issues/45
38	issue	issue-support-or-unclassified	Is it possible to add a date reminder function?		2022-01-02T06:55:15Z	https://github.com/obsidian-community/obsidian-kanban/issues/38
7	issue	issue-feature-request	[Feature Request] Indicate that a File is a Kanban Board in the File Explorer	enhancement,needs investigation	2022-06-26T00:39:34Z	https://github.com/obsidian-community/obsidian-kanban/issues/7
4	issue	issue-feature-request	Feature Request: Embed kanban board in a page	enhancement,difficult,core	2026-03-24T04:40:11Z	https://github.com/obsidian-community/obsidian-kanban/issues/4
1	issue	issue-feature-request	Can the unordered list be used?	enhancement	2022-06-26T00:39:37Z	https://github.com/obsidian-community/obsidian-kanban/issues/1
